module	ID
"M00378:F420 biosynthesis, archaea"	C19154
"M00378:F420 biosynthesis, archaea"	C19156
"M00378:F420 biosynthesis, archaea"	C19155
"M00378:F420 biosynthesis, archaea"	C19153
"M00378:F420 biosynthesis, archaea"	C19152
"M00378:F420 biosynthesis, archaea"	C00876
M00416:Cytochrome aa3-600 menaquinol oxidase	C05819
M00416:Cytochrome aa3-600 menaquinol oxidase	C00007
M00416:Cytochrome aa3-600 menaquinol oxidase	C00828
M00416:Cytochrome aa3-600 menaquinol oxidase	C00001
M00417:Cytochrome o ubiquinol oxidase	C00390
M00417:Cytochrome o ubiquinol oxidase	C00007
M00417:Cytochrome o ubiquinol oxidase	C00399
M00417:Cytochrome o ubiquinol oxidase	C00001
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C01455
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C09816
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C09817
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C09818
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C09819
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C09820
"M00418:Toluene degradation, anaerobic, toluene => benzoyl-CoA"	C00512
"M00419:Cymene degradation, p-cymene => p-cumate"	C06575
"M00419:Cymene degradation, p-cymene => p-cumate"	C06576
"M00419:Cymene degradation, p-cymene => p-cumate"	C06577
"M00419:Cymene degradation, p-cymene => p-cumate"	C06578
"M00422:Acetyl-CoA pathway, CO2 => acetyl-CoA"	C00011
"M00422:Acetyl-CoA pathway, CO2 => acetyl-CoA"	C00237
"M00422:Acetyl-CoA pathway, CO2 => acetyl-CoA"	C00024
"M00432:Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	C00141
"M00432:Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	C00024
"M00432:Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	C02504
"M00432:Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	C04411
"M00432:Leucine biosynthesis, 2-oxoisovalerate => 2-oxoisocaproate"	C00233
"M00433:Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	C00026
"M00433:Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	C00024
"M00433:Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	C01251
"M00433:Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	C04002
"M00433:Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	C05662
"M00433:Lysine biosynthesis, 2-oxoglutarate => 2-oxoadipate"	C00322
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C00049
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C03082
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C00441
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C20258
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C03972
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C05539
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C04390
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C00666
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C00680
"M00525:Lysine biosynthesis, acetyl-DAP pathway, aspartate => lysine"	C00047
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C00049
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C03082
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C00441
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C20258
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C03972
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C03871
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C00680
"M00526:Lysine biosynthesis, DAP dehydrogenase pathway, aspartate => lysine"	C00047
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C00049
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C03082
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C00441
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C20258
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C03972
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C00666
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C00680
"M00527:Lysine biosynthesis, DAP aminotransferase pathway, aspartate => lysine"	C00047
"M00528:Nitrification, ammonia => nitrite"	C00014
"M00528:Nitrification, ammonia => nitrite"	C00192
"M00528:Nitrification, ammonia => nitrite"	C00088
"M00529:Denitrification, nitrate => nitrogen"	C00244
"M00529:Denitrification, nitrate => nitrogen"	C00088
"M00529:Denitrification, nitrate => nitrogen"	C00533
"M00529:Denitrification, nitrate => nitrogen"	C00887
"M00529:Denitrification, nitrate => nitrogen"	C00697
"M00530:Dissimilatory nitrate reduction, nitrate => ammonia"	C00244
"M00530:Dissimilatory nitrate reduction, nitrate => ammonia"	C00088
"M00530:Dissimilatory nitrate reduction, nitrate => ammonia"	C00014
"M00531:Assimilatory nitrate reduction, nitrate => ammonia"	C00244
"M00531:Assimilatory nitrate reduction, nitrate => ammonia"	C00088
"M00531:Assimilatory nitrate reduction, nitrate => ammonia"	C00014
M00532:Photorespiration	C01182
M00532:Photorespiration	C00988
M00532:Photorespiration	C00197
M00532:Photorespiration	C00160
M00532:Photorespiration	C00007
M00532:Photorespiration	C00048
M00532:Photorespiration	C00027
M00532:Photorespiration	C00025
M00532:Photorespiration	C00026
M00532:Photorespiration	C00037
M00532:Photorespiration	C00065
M00532:Photorespiration	C00168
M00532:Photorespiration	C00258
M00532:Photorespiration	C00014
"M00533:Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	C01161
"M00533:Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	C04642
"M00533:Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	C04186
"M00533:Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	C04052
"M00533:Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	C05600
"M00533:Homoprotocatechuate degradation, homoprotocatechuate => 2-oxohept-3-enedioate"	C03063
"M00534:Naphthalene degradation, naphthalene => salicylate"	C00829
"M00534:Naphthalene degradation, naphthalene => salicylate"	C04314
"M00534:Naphthalene degradation, naphthalene => salicylate"	C03012
"M00534:Naphthalene degradation, naphthalene => salicylate"	C06204
"M00534:Naphthalene degradation, naphthalene => salicylate"	C06203
"M00534:Naphthalene degradation, naphthalene => salicylate"	C06202
"M00534:Naphthalene degradation, naphthalene => salicylate"	C00805
"M00535:Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"	C00022
"M00535:Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"	C02612
"M00535:Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"	C02226
"M00535:Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"	C06032
"M00535:Isoleucine biosynthesis, pyruvate => 2-oxobutanoate"	C00109
"M00537:Xylene degradation, xylene => methylbenzoate"	C06756
"M00537:Xylene degradation, xylene => methylbenzoate"	C06757
"M00537:Xylene degradation, xylene => methylbenzoate"	C06758
"M00537:Xylene degradation, xylene => methylbenzoate"	C01454
"M00537:Xylene degradation, xylene => methylbenzoate"	C07212
"M00537:Xylene degradation, xylene => methylbenzoate"	C07213
"M00537:Xylene degradation, xylene => methylbenzoate"	C07214
"M00537:Xylene degradation, xylene => methylbenzoate"	C07215
"M00537:Xylene degradation, xylene => methylbenzoate"	C07208
"M00537:Xylene degradation, xylene => methylbenzoate"	C07216
"M00537:Xylene degradation, xylene => methylbenzoate"	C07209
"M00537:Xylene degradation, xylene => methylbenzoate"	C07211
"M00538:Toluene degradation, toluene => benzoate"	C01455
"M00538:Toluene degradation, toluene => benzoate"	C00556
"M00538:Toluene degradation, toluene => benzoate"	C00261
"M00538:Toluene degradation, toluene => benzoate"	C00180
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C06578
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C06579
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C06580
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C06581
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C06582
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C00596
"M00539:Cumate degradation, p-cumate => 2-oxopent-4-enoate + 2-methylpropanoate"	C02632
"M00540:Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	C09822
"M00540:Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	C09823
"M00540:Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	C09811
"M00540:Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	C09812
"M00540:Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	C09813
"M00540:Benzoate degradation, cyclohexanecarboxylic acid =>pimeloyl-CoA"	C01063
"M00541:Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"	C00512
"M00541:Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"	C06322
"M00541:Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"	C06749
"M00541:Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"	C09821
"M00541:Benzoyl-CoA degradation, benzoyl-CoA => 3-hydroxypimeloyl-CoA"	C06714
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C06588
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C06589
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C02526
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C01273
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C00596
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C00180
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C06584
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C06585
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C06586
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C06587
"M00543:Biphenyl degradation, biphenyl => 2-oxopent-4-enoate + benzoate"	C02370
"M00544:Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate"	C08060
"M00544:Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate"	C08061
"M00544:Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate"	C08062
"M00544:Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate"	C00108
"M00544:Carbazole degradation, carbazole => 2-oxopent-4-enoate + anthranilate"	C00596
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C00423
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C12622
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C12623
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C12621
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C12624
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C00596
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C03589
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C00084
"M00545:Trans-cinnamate degradation, trans-cinnamate => acetyl-CoA"	C00024
"M00546:Purine degradation, xanthine => urea"	C00385
"M00546:Purine degradation, xanthine => urea"	C00366
"M00546:Purine degradation, xanthine => urea"	C11821
"M00546:Purine degradation, xanthine => urea"	C12248
"M00546:Purine degradation, xanthine => urea"	C02350
"M00546:Purine degradation, xanthine => urea"	C00499
"M00546:Purine degradation, xanthine => urea"	C00086
"M00547:Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	C01407
"M00547:Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	C04091
"M00547:Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	C00090
"M00547:Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	C01455
"M00547:Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	C04592
"M00547:Benzene/toluene degradation, benzene => catechol / toluene => 3-methylcatechol"	C02923
"M00548:Benzene degradation, benzene => catechol"	C01407
"M00548:Benzene degradation, benzene => catechol"	C00146
"M00548:Benzene degradation, benzene => catechol"	C00090
"M00549:Nucleotide sugar biosynthesis, glucose => UDP-glucose"	C00267
"M00549:Nucleotide sugar biosynthesis, glucose => UDP-glucose"	C00668
"M00549:Nucleotide sugar biosynthesis, glucose => UDP-glucose"	C00103
"M00549:Nucleotide sugar biosynthesis, glucose => UDP-glucose"	C00029
"M00550:Ascorbate degradation, ascorbate => D-xylulose-5P"	C00072
"M00550:Ascorbate degradation, ascorbate => D-xylulose-5P"	C16186
"M00550:Ascorbate degradation, ascorbate => D-xylulose-5P"	C14899
"M00550:Ascorbate degradation, ascorbate => D-xylulose-5P"	C03291
"M00550:Ascorbate degradation, ascorbate => D-xylulose-5P"	C01101
"M00550:Ascorbate degradation, ascorbate => D-xylulose-5P"	C00231
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C00180
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C06321
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C00090
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C01454
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C06729
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C06730
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C07215
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C06731
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C02923
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C07211
"M00551:Benzoate degradation, benzoate => catechol / methylbenzoate => methylcatechol"	C06720
"M00552:D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	C00880
"M00552:D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	C01216
"M00552:D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	C01286
"M00552:D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	C00118
"M00552:D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	C00236
"M00552:D-galactonate degradation, De Ley-Doudoroff pathway, D-galactonate => glycerate-3P"	C00197
"M00554:Nucleotide sugar biosynthesis, galactose => UDP-galactose"	C00984
"M00554:Nucleotide sugar biosynthesis, galactose => UDP-galactose"	C00446
"M00554:Nucleotide sugar biosynthesis, galactose => UDP-galactose"	C00052
"M00555:Betaine biosynthesis, choline => betaine"	C00114
"M00555:Betaine biosynthesis, choline => betaine"	C00576
"M00555:Betaine biosynthesis, choline => betaine"	C00719
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C00218
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C03920
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C00543
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C00565
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C04628
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C01438
"M00563:Methanogenesis, methylamine/dimethylamine/trimethylamine => methane"	C04832
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C00103
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C00498
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C00718
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C00369
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C01935
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C06400
"M00565:Trehalose biosynthesis, D-glucose 1P => trehalose"	C01083
"M00567:Methanogenesis, CO2 => methane"	C00011
"M00567:Methanogenesis, CO2 => methane"	C01001
"M00567:Methanogenesis, CO2 => methane"	C01274
"M00567:Methanogenesis, CO2 => methane"	C04330
"M00567:Methanogenesis, CO2 => methane"	C04377
"M00567:Methanogenesis, CO2 => methane"	C04488
"M00567:Methanogenesis, CO2 => methane"	C03576
"M00567:Methanogenesis, CO2 => methane"	C03920
"M00567:Methanogenesis, CO2 => methane"	C04628
"M00567:Methanogenesis, CO2 => methane"	C01438
"M00567:Methanogenesis, CO2 => methane"	C04832
"M00568:Catechol ortho-cleavage, catechol => 3-oxoadipate"	C00090
"M00568:Catechol ortho-cleavage, catechol => 3-oxoadipate"	C02480
"M00568:Catechol ortho-cleavage, catechol => 3-oxoadipate"	C14610
"M00568:Catechol ortho-cleavage, catechol => 3-oxoadipate"	C03586
"M00568:Catechol ortho-cleavage, catechol => 3-oxoadipate"	C00846
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00090
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00682
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C02501
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C03453
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00596
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C03589
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00022
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00084
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00024
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C06730
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C06760
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C07478
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C07479
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C11354
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C06762
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00479
"M00569:Catechol meta-cleavage, catechol => acetyl-CoA / 4-methylcatechol => propanoyl-CoA"	C00100
"M00570:Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	C00188
"M00570:Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	C00109
"M00570:Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	C06006
"M00570:Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	C14463
"M00570:Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	C06007
"M00570:Isoleucine biosynthesis, threonine => 2-oxobutanoate => isoleucine"	C00671
